structure_index,formula,total_atoms,distinct_elements,elements,count_Cr,fraction_Cr,count_W,fraction_W,count_Y,fraction_Y,count_Zr,fraction_Zr
1117,Cr31Zr94,125,2,"Cr,Zr",31,0.248000000000,0,0.000000000000,0,0.000000000000,94,0.752000000000
1118,Cr31WZr94,126,3,"Cr,W,Zr",31,0.246031746032,1,0.007936507937,0,0.000000000000,94,0.746031746032
1119,Cr16Zr109,125,2,"Cr,Zr",16,0.128000000000,0,0.000000000000,0,0.000000000000,109,0.872000000000
1120,Cr16Zr109,125,2,"Cr,Zr",16,0.128000000000,0,0.000000000000,0,0.000000000000,109,0.872000000000
1121,Cr31Zr94,125,2,"Cr,Zr",31,0.248000000000,0,0.000000000000,0,0.000000000000,94,0.752000000000
1122,Cr26Zr88,114,2,"Cr,Zr",26,0.228070175439,0,0.000000000000,0,0.000000000000,88,0.771929824561
1123,Cr32Zr94,126,2,"Cr,Zr",32,0.253968253968,0,0.000000000000,0,0.000000000000,94,0.746031746032
1124,Cr16Zr109,125,2,"Cr,Zr",16,0.128000000000,0,0.000000000000,0,0.000000000000,109,0.872000000000
1125,Cr16Zr98,114,2,"Cr,Zr",16,0.140350877193,0,0.000000000000,0,0.000000000000,98,0.859649122807
1126,Cr16Zr109,125,2,"Cr,Zr",16,0.128000000000,0,0.000000000000,0,0.000000000000,109,0.872000000000
1127,Cr31Zr94,125,2,"Cr,Zr",31,0.248000000000,0,0.000000000000,0,0.000000000000,94,0.752000000000
1128,Cr139Zr70,209,2,"Cr,Zr",139,0.665071770335,0,0.000000000000,0,0.000000000000,70,0.334928229665
1129,Cr138Zr69,207,2,"Cr,Zr",138,0.666666666667,0,0.000000000000,0,0.000000000000,69,0.333333333333
1130,Cr137Zr72,209,2,"Cr,Zr",137,0.655502392344,0,0.000000000000,0,0.000000000000,72,0.344497607656
1131,Cr133Zr70,203,2,"Cr,Zr",133,0.655172413793,0,0.000000000000,0,0.000000000000,70,0.344827586207
